Response ID,Response Status,Country Code,Region,With which gender do you identify? ,What is your age? ,What is your marital status? ,What is your race? ,What is your education level? ,In which City/County within the Roanoke Metropolitan Area do you live? ,,In which City/County within the Roanoke Metropolitan Area do you work? ,,What is the age of the firm/company/association you work in?,What is your (firm/company/association)' s size? (# number of employees or workers),If you commute to work how far is your work from your homeplace? ,Are you the owner or renter of your house? ,How many people in your household have jobs?,How many people currently live in your household?,What is your expected/desired family size in the future including yourself and any dependents?,What is your monthly earning? ,What is your industry sector?,What is your job title?,How many hours do you typically work per week at your current job?,How do you typically work in your current job? ,What is the level of importance of physical interactions with a team in order to perform your current job?,Regardless of your current working style (Remote or in-person) have you heard about anyone who works in the same profession as you but remotely no matter where?,Regardless of your current working style (Remote or in-person) have you come across any news or information sources indicating that your profession might be shifted either partially or completely towards remote work in the future?,On a scale of 1-5 please rate your agreement with the following statement: 'During the COVID-19 pandemic working from home using technological advancements in communication (e.g. Zoom Skype Teams) was efficient in performing my job tasks.',How do you usually transport to your workplace?,,,,,,Regardless of your current working style what is the future work style do you prefer? ,If you work in-person (commute to work) how would you rank your preferred living area within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)? ,,,,If you work remotely how would you rank your preferred areas to live within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)?,,,,In the past ten years how many times have you relocated your living place?,If you currently work in person in an urban area and live close to your workplace but your job is shifting to a partially remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,If you currently work in person in an urban area and live close to your workplace but your job is shifting completely remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,Your colleagues/friends have shifted to remote work and moved from an urban area to a suburban or rural area. Would you be able to consider a move to a rural area if you also have the option to work remotely like them?,Proximity to my workplace,Proximity to Centeral Business Area (CBD),Closest to amenities,Close to schools,Close to roads (Accessible),Close to transportation means,The sense of community (Belongingness),safety (less crime rate),Affordability for housing and living costs ,civilized and city lifestyle,rural and suburbia lifestyle,more spacious living space  & large lot size,Career growth opportunity
104608305,Completed,US,NY,1,1,4,4,4,4,"EATON, Ohio (45320)",7,"WEAVER, Alabama (36277)",3,4,12,1,1,2,1,2,,,,,3,5,3,3,,,,,1,,1,1,4,2,3,2,4,3,1,3,2,1,1,4,5,3,3,4,3,4,4,5,4,4,4,4
104608306,Completed,US,NY,1,3,5,1,5,3,"ETHRIDGE, Tennessee (38456)",7,"RAINELLE, West Virginia (25962)",3,4,10,1,1,4,4,1,18,Physician/Doctor,2,2,3,5,3,5,,,,,1,,1,3,4,2,1,3,4,2,1,5,1,1,1,5,5,3,4,4,3,5,5,5,4,3,3,3
104608307,Completed,US,NJ,2,7,4,6,2,5,"ASHLAND, Alabama (36251)",3,"EATON, Ohio (45320)",5,3,19,1,3,4,1,2,4,Attorney,3,2,,,,,,,,,,,1,4,1,3,2,4,3,1,2,3,1,1,1,4,5,5,3,4,5,4,3,3,4,3,3,4
104608309,Completed,US,NY,2,1,1,1,2,2,"ETHRIDGE, Tennessee (38456)",2,"FRANKLIN, Virginia (23851)",4,5,16,1,1,4,2,1,18,Dentist,3,2,3,4,3,4,,,,,1,,1,4,2,3,1,2,1,3,4,3,3,1,1,3,3,5,3,3,5,3,5,3,5,3,4,3
104608310,Completed,US,NY,2,3,1,7,3,6,"RAINELLE, West Virginia (25962)",4,"RAINELLE, West Virginia (25962)",1,3,10,1,2,5,2,4,,,,,3,2,3,5,,,,1,,,1,1,4,3,2,2,1,3,4,4,1,2,1,5,4,5,3,5,4,5,3,5,4,5,4,4
104608311,Completed,US,NY,1,2,5,1,4,4,"ASHLAND, Alabama (36251)",4,"KENNEDY, Alabama (35574)",3,2,15,1,3,3,4,3,13,Marketing Manager,4,2,4,3,3,3,,,1,,,,1,3,4,2,1,3,4,2,1,4,2,3,1,3,3,5,5,3,5,3,4,4,4,5,3,3
104608313,Completed,US,NY,1,4,1,5,1,6,"KENNEDY, Alabama (35574)",6,"LISMAN, Alabama (36912)",4,4,10,1,2,5,4,4,15,Graphic Designer,1,2,3,3,3,4,1,,,,,,1,3,4,2,1,2,1,3,4,5,2,1,1,5,3,5,5,3,5,5,4,4,5,5,5,4
104608315,Completed,US,NY,1,7,3,4,6,2,"KENNEDY, Alabama (35574)",3,"KENNEDY, Alabama (35574)",1,5,14,1,2,4,2,3,19,Dentist,2,2,3,5,3,4,1,,,,,,1,4,3,1,2,2,1,3,4,3,2,2,1,3,5,4,4,5,3,3,4,3,3,5,3,3
104608318,Completed,US,NY,2,3,2,4,6,5,"ETHRIDGE, Tennessee (38456)",6,"LISMAN, Alabama (36912)",2,5,11,1,3,3,3,1,15,Writer/Journalist,4,2,,,,,,,,,,,1,2,4,1,3,2,4,3,1,4,2,1,1,5,5,4,3,5,4,5,5,5,4,4,4,4
104608320,Completed,US,NY,2,6,6,1,3,6,"WEAVER, Alabama (36277)",7,"FRANKLIN, Virginia (23851)",4,1,10,1,3,2,3,1,,,,,3,4,3,4,1,,,,,,1,3,2,1,4,3,1,2,4,3,3,3,1,5,4,4,4,4,4,3,4,4,5,3,3,5
104608322,Completed,US,NY,1,6,4,8,1,6,"RAINELLE, West Virginia (25962)",1,"FRANKLIN, Virginia (23851)",2,4,8,1,2,4,1,3,8,Nurse,2,2,5,2,3,4,1,,,,,,1,4,2,1,3,2,4,3,1,3,3,2,1,4,3,5,3,5,3,4,3,4,4,5,5,5
104608323,Completed,US,NY,1,5,3,3,4,1,"MOUNTAIN HOME, Arkansas (72653)",7,"ETHRIDGE, Tennessee (38456)",4,5,18,1,3,1,5,2,6,Chef,2,2,5,2,3,3,,1,,,,,1,2,4,3,1,2,4,1,3,3,1,3,1,5,3,4,4,3,5,3,4,3,5,4,5,3
104608325,Completed,US,NY,2,7,5,2,7,5,"FRANKLIN, Virginia (23851)",3,"FRANKLIN, Virginia (23851)",5,1,12,1,1,1,1,1,7,Attorney,1,2,3,5,3,5,,,1,,,,1,1,3,2,4,1,3,2,4,3,3,3,1,5,4,3,5,4,4,3,3,4,3,3,3,4
104608429,Completed,US,NY,1,3,3,7,5,3,"ETHRIDGE, Tennessee (38456)",2,"FRANKLIN, Virginia (23851)",3,1,19,1,1,2,3,2,14,Veterinarian.,1,2,5,1,3,3,,,,1,,,1,3,4,1,2,1,2,4,3,3,2,1,1,4,4,5,4,4,3,4,3,4,4,5,5,5
104608430,Completed,US,NY,1,3,5,6,2,3,"RAINELLE, West Virginia (25962)",6,"LISMAN, Alabama (36912)",5,4,19,1,3,1,3,3,,,,,3,2,3,5,,,1,,,,1,2,1,3,4,4,2,1,3,3,2,3,1,5,3,4,3,3,4,4,3,5,3,4,5,3
104608431,Completed,US,NY,2,7,1,5,7,2,"RAINELLE, West Virginia (25962)",4,"WEAVER, Alabama (36277)",1,4,22,1,1,2,3,3,,,,,3,3,3,4,,,,,1,,1,2,3,1,4,3,1,2,4,5,3,2,1,5,5,4,4,4,4,4,4,5,5,5,4,5
104608432,Completed,US,NY,2,6,2,6,3,2,"WEAVER, Alabama (36277)",5,"ETHRIDGE, Tennessee (38456)",3,2,13,1,1,1,1,2,12,Attorney,2,2,4,6,3,5,1,,,,,,1,3,2,4,1,3,2,1,4,3,2,2,1,5,3,5,3,5,5,5,4,4,5,5,4,3
104608433,Completed,US,NY,2,3,3,8,7,3,"ASHLAND, Alabama (36251)",5,"ASHLAND, Alabama (36251)",2,2,20,1,3,4,3,1,,,,,5,6,3,4,,,,1,,,1,4,2,1,3,1,4,3,2,3,1,1,1,3,5,4,5,4,4,4,3,4,5,3,4,3
104608435,Completed,US,NY,2,2,4,7,8,2,"ASHLAND, Alabama (36251)",5,"ASHLAND, Alabama (36251)",1,5,25,1,2,4,4,2,,,,,3,4,3,4,1,,,,,,1,1,2,4,3,2,4,1,3,5,2,2,1,4,5,5,5,5,4,4,4,3,4,3,4,5
104608436,Completed,US,MA,2,3,2,7,8,3,"LISMAN, Alabama (36912)",6,"KENNEDY, Alabama (35574)",2,3,14,1,2,3,3,1,11,Engineer,1,2,3,1,3,3,1,,,,,,1,1,2,3,4,3,4,2,1,3,3,3,1,3,5,5,4,5,3,4,3,3,3,5,4,4
104608437,Completed,US,NY,2,5,4,5,7,1,"ASHLAND, Alabama (36251)",1,"KENNEDY, Alabama (35574)",3,2,30,1,2,3,4,4,,,,,4,6,3,4,1,,,,,,1,3,4,1,2,4,1,2,3,3,3,1,1,5,4,4,4,4,3,4,3,4,3,4,4,4
104608438,Completed,US,NY,1,4,2,1,2,1,"WEAVER, Alabama (36277)",5,"WEAVER, Alabama (36277)",4,5,9,1,3,5,5,2,,,,,4,5,3,5,,,,,,1,1,4,3,2,1,2,3,1,4,3,1,1,1,4,4,4,3,4,5,3,5,4,4,3,5,5
104608440,Completed,US,NY,2,3,4,8,3,4,"WEAVER, Alabama (36277)",7,"ETHRIDGE, Tennessee (38456)",1,5,10,1,1,1,5,3,1,Web Developer,3,2,,,,,,,,,,,1,2,3,4,1,2,1,4,3,3,3,3,1,4,3,4,4,4,4,4,5,4,4,3,4,3
104608441,Completed,US,NY,1,4,2,2,7,1,"EATON, Ohio (45320)",6,"EATON, Ohio (45320)",5,5,15,1,3,4,2,3,19,Electrician,2,2,5,6,3,5,1,,,,,,1,1,2,3,4,1,4,3,2,5,1,1,1,3,5,5,4,5,3,3,4,4,3,3,4,5
104608442,Completed,US,NY,2,4,3,7,4,6,"ETHRIDGE, Tennessee (38456)",3,"EATON, Ohio (45320)",4,3,20,1,2,4,2,2,,,,,3,6,3,3,,,,,,1,1,3,1,2,4,4,3,2,1,3,2,2,1,4,5,5,3,4,3,4,3,3,4,4,3,3
104608444,Completed,US,NY,1,2,5,7,8,5,"RAINELLE, West Virginia (25962)",6,"LISMAN, Alabama (36912)",1,4,10,1,1,2,1,2,12,Teacher,3,2,5,3,3,4,1,,,,,,1,1,3,4,2,4,1,2,3,3,1,2,1,4,5,3,3,4,5,3,3,5,4,5,5,5
104608445,Completed,US,NY,2,5,5,7,8,4,"MOUNTAIN HOME, Arkansas (72653)",1,"ASHLAND, Alabama (36251)",5,2,16,1,1,1,4,4,13,Veterinarian.,2,2,5,4,3,5,1,,,,,,1,2,3,4,1,1,3,2,4,4,1,3,1,5,4,4,4,3,3,5,3,4,3,3,3,4
104608446,Completed,US,NY,1,6,4,1,3,1,"RAINELLE, West Virginia (25962)",5,"LISMAN, Alabama (36912)",1,2,17,1,3,5,3,2,,,,,5,3,3,3,,,,1,,,1,4,3,1,2,2,3,1,4,3,3,2,1,5,3,4,3,4,3,3,3,5,4,3,3,5
104608447,Completed,US,NY,2,7,3,6,1,1,"MOUNTAIN HOME, Arkansas (72653)",5,"EATON, Ohio (45320)",1,1,9,1,1,4,5,3,1,Sales Representative,1,2,4,3,3,3,,,,,,1,1,4,1,2,3,4,2,3,1,5,3,3,1,5,5,4,5,5,5,3,5,4,5,4,3,5
104608449,Started,US,NY,2,1,1,2,8,1,"KENNEDY, Alabama (35574)",4,"FRANKLIN, Virginia (23851)",2,5,17,1,2,2,5,1,5,Marketing Manager,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104608450,Completed,US,,1,4,1,3,5,5,"ASHLAND, Alabama (36251)",2,"MOUNTAIN HOME, Arkansas (72653)",2,1,15,1,2,5,1,1,15,Real Estate Agent,2,2,5,4,3,5,,,,,,1,1,4,3,2,1,2,4,3,1,5,3,3,1,4,4,4,5,4,5,5,5,3,4,5,4,5
104608452,Completed,US,NJ,2,5,1,1,6,6,"KENNEDY, Alabama (35574)",2,"YORK, Alabama (36925)",5,1,14,1,2,5,4,1,12,Veterinarian.,3,2,,,,,,,,,,,1,3,1,2,4,3,2,1,4,3,3,3,1,4,5,5,3,4,5,3,5,3,5,3,3,5
104608453,Completed,US,NY,1,5,4,7,4,1,"YORK, Alabama (36925)",4,"FRANKLIN, Virginia (23851)",5,2,9,1,1,5,3,4,,,,,4,1,3,5,,,,,1,,1,4,1,3,2,2,4,3,1,3,1,2,1,4,4,5,4,4,3,5,5,3,3,4,5,3
104608455,Completed,US,NY,1,5,1,6,1,3,"KENNEDY, Alabama (35574)",7,"MOUNTAIN HOME, Arkansas (72653)",1,4,9,1,3,4,2,2,,,,,3,2,3,4,,,,1,,,1,1,4,3,2,1,2,3,4,3,3,3,1,5,4,5,4,3,5,5,3,3,4,3,5,5
104608456,Completed,US,NY,2,1,6,1,1,1,"WEAVER, Alabama (36277)",6,"RAINELLE, West Virginia (25962)",4,5,30,1,1,4,2,2,14,Nurse,3,2,,,,,,,,,,,1,4,1,3,2,4,3,1,2,3,1,2,1,4,3,4,5,4,3,5,3,4,4,4,5,3
104608457,Completed,US,NY,2,7,6,6,6,4,"LISMAN, Alabama (36912)",6,"YORK, Alabama (36925)",4,2,30,1,2,2,4,2,8,Real Estate Agent,3,2,3,1,3,5,,,,,1,,1,4,2,3,1,1,4,2,3,5,3,2,1,4,5,4,3,3,5,5,3,5,4,5,5,4
104608458,Completed,US,NY,1,7,3,5,1,4,"YORK, Alabama (36925)",4,"LISMAN, Alabama (36912)",5,2,14,1,3,3,4,4,12,Writer/Journalist,4,2,4,6,3,3,,,,1,,,1,1,2,3,4,2,1,4,3,4,1,1,1,5,5,3,5,5,3,5,5,3,3,3,5,4
104608459,Completed,US,NY,1,3,5,6,7,1,"ETHRIDGE, Tennessee (38456)",2,"YORK, Alabama (36925)",1,1,11,1,2,2,2,1,18,Police Officer,3,2,5,5,3,3,1,,,,,,1,1,3,4,2,2,4,3,1,5,1,1,1,4,5,4,3,5,5,4,5,3,5,3,3,4
104608460,Completed,US,NY,1,1,3,2,8,3,"MOUNTAIN HOME, Arkansas (72653)",7,"EATON, Ohio (45320)",2,5,12,1,2,4,1,4,16,Marketing Manager,4,2,,,,,,,,,,,1,2,1,3,4,4,2,3,1,4,3,3,1,4,5,4,4,3,3,4,4,5,3,4,3,4
104608461,Completed,US,NY,2,5,6,8,2,1,"MOUNTAIN HOME, Arkansas (72653)",2,"KENNEDY, Alabama (35574)",5,3,16,1,3,3,4,3,,,,,4,2,3,3,,,1,,,,1,1,4,2,3,3,4,1,2,4,1,1,1,4,3,4,5,5,4,5,5,3,4,4,5,5
104608462,Completed,US,NY,1,2,5,7,8,3,"KENNEDY, Alabama (35574)",7,"KENNEDY, Alabama (35574)",3,1,17,1,2,3,2,3,,,,,3,5,3,5,,,1,,,,1,3,2,4,1,2,1,4,3,4,1,3,1,5,4,4,5,5,5,4,4,4,3,5,5,5
104608463,Completed,US,NY,2,2,6,8,1,1,"MOUNTAIN HOME, Arkansas (72653)",1,"KENNEDY, Alabama (35574)",4,3,16,1,1,2,2,2,4,Real Estate Agent,3,2,3,5,3,3,,,,1,,,1,1,2,4,3,1,4,2,3,4,2,2,1,3,3,5,3,3,4,4,5,4,3,5,5,4
104608464,Completed,US,NY,2,7,2,7,3,1,"WEAVER, Alabama (36277)",3,"KENNEDY, Alabama (35574)",3,2,13,1,3,4,4,1,,,,,5,6,3,5,,,1,,,,1,3,2,1,4,3,2,1,4,3,2,1,1,3,4,4,3,3,5,3,5,5,3,5,3,4
104608465,Completed,US,NY,2,7,3,4,2,2,"ETHRIDGE, Tennessee (38456)",5,"LISMAN, Alabama (36912)",5,5,10,1,2,2,1,4,7,Attorney,1,2,4,2,3,3,,,1,,,,1,2,1,4,3,4,1,2,3,5,3,2,1,5,3,4,5,4,5,3,4,3,5,3,4,3
104608466,Completed,US,NY,2,5,4,7,6,2,"KENNEDY, Alabama (35574)",7,"RAINELLE, West Virginia (25962)",4,3,8,1,1,4,3,2,5,Real Estate Agent,3,2,5,6,3,3,,1,,,,,1,2,1,4,3,2,3,1,4,4,1,3,1,3,5,5,4,4,4,4,5,4,5,3,4,3
104608467,Completed,US,NY,2,2,5,1,5,1,"EATON, Ohio (45320)",6,"ASHLAND, Alabama (36251)",2,5,17,1,3,1,5,1,1,Veterinarian.,1,2,4,2,3,4,,,1,,,,1,1,2,4,3,1,4,2,3,3,2,1,1,4,4,4,5,4,5,4,5,3,3,4,3,4
104608468,Completed,US,NY,1,1,1,3,4,3,"ETHRIDGE, Tennessee (38456)",7,"MOUNTAIN HOME, Arkansas (72653)",5,3,8,1,1,3,3,1,7,Electrician,4,2,5,5,3,4,,1,,,,,1,4,3,2,1,3,2,1,4,5,2,3,1,4,5,4,5,5,3,4,4,4,3,4,3,4
104608469,Completed,US,NY,2,3,2,1,7,4,"FRANKLIN, Virginia (23851)",2,"LISMAN, Alabama (36912)",1,3,17,1,3,5,2,4,7,Physician/Doctor,4,2,3,2,3,4,,,,1,,,1,3,1,4,2,1,3,4,2,4,3,1,1,4,4,5,4,5,5,3,5,5,5,3,5,5
104608477,Completed,US,NY,1,1,1,8,7,6,"LISMAN, Alabama (36912)",6,"KENNEDY, Alabama (35574)",5,5,19,1,2,3,5,1,,,,,4,3,3,3,,,,,,1,1,2,4,3,1,1,4,3,2,5,1,3,1,3,5,5,4,3,3,4,4,4,5,5,3,5
104608499,Completed,US,NJ,2,4,4,7,2,3,"YORK, Alabama (36925)",5,"KENNEDY, Alabama (35574)",3,4,10,1,1,1,3,4,18,Graphic Designer,1,2,4,6,3,4,,,1,,,,1,1,4,3,2,3,1,4,2,3,1,2,1,5,3,3,3,4,5,4,4,5,5,5,3,3
104608500,Completed,US,NY,2,1,4,7,2,2,"FRANKLIN, Virginia (23851)",7,"RAINELLE, West Virginia (25962)",4,1,8,1,1,3,1,3,,,,,3,3,3,5,,,,1,,,1,1,3,4,2,4,1,2,3,3,1,3,1,4,4,4,4,5,5,3,3,5,3,4,3,3
104608502,Completed,US,NY,1,4,6,6,5,6,"WEAVER, Alabama (36277)",3,"ASHLAND, Alabama (36251)",3,4,10,1,3,5,1,2,,,,,3,4,3,5,1,,,,,,1,1,2,3,4,3,1,2,4,5,3,2,1,4,4,3,4,5,3,4,3,4,5,5,5,5
104608503,Completed,US,NY,1,7,6,7,2,2,"LISMAN, Alabama (36912)",2,"LISMAN, Alabama (36912)",5,1,12,1,2,3,2,3,,,,,4,1,3,5,1,,,,,,1,3,1,2,4,4,2,3,1,3,3,1,1,4,4,4,3,4,4,4,3,4,4,4,3,3
104608504,Completed,US,NY,1,4,1,2,1,6,"FRANKLIN, Virginia (23851)",4,"YORK, Alabama (36925)",1,1,22,1,3,1,3,3,,,,,3,3,3,3,1,,,,,,1,1,2,4,3,3,4,2,1,4,3,1,1,4,4,5,5,5,5,5,4,4,3,4,3,3
104608505,Completed,US,NY,1,1,1,1,1,5,"ETHRIDGE, Tennessee (38456)",3,"YORK, Alabama (36925)",5,2,14,1,2,4,2,4,,,,,5,6,3,5,,1,,,,,1,2,1,3,4,3,2,4,1,3,1,1,1,3,3,3,4,4,4,3,5,5,5,5,4,4
104608507,Completed,US,NY,2,3,1,6,2,1,"LISMAN, Alabama (36912)",7,"MOUNTAIN HOME, Arkansas (72653)",3,5,17,1,3,2,5,1,,,,,3,5,3,3,,1,,,,,1,3,2,4,1,2,3,1,4,3,1,1,1,5,5,5,3,5,4,4,3,4,4,3,5,4
104608509,Completed,US,NJ,2,6,6,3,5,3,"LISMAN, Alabama (36912)",7,"RAINELLE, West Virginia (25962)",2,2,17,1,3,3,2,1,6,Marketing Manager,2,2,4,2,3,5,,,,,,1,1,2,3,1,4,3,4,1,2,4,3,2,1,3,5,5,5,5,3,3,4,4,5,4,4,3
104608511,Completed,US,NY,2,1,4,6,2,4,"FRANKLIN, Virginia (23851)",5,"LISMAN, Alabama (36912)",1,2,8,1,2,5,3,3,,,,,3,5,3,4,,,,1,,,1,3,1,2,4,4,1,2,3,4,2,1,1,3,3,5,4,5,4,4,3,3,3,5,5,5
104608512,Completed,US,NY,2,6,2,6,2,3,"ASHLAND, Alabama (36251)",3,"LISMAN, Alabama (36912)",1,3,18,1,3,1,4,1,,,,,3,3,3,4,,1,,,,,1,2,1,3,4,3,1,4,2,4,1,1,1,4,5,3,5,3,3,5,4,3,3,5,4,3
104608513,Completed,US,NJ,1,1,2,2,5,6,"FRANKLIN, Virginia (23851)",3,"EATON, Ohio (45320)",3,5,9,1,3,3,1,1,,,,,5,5,3,4,,1,,,,,1,1,2,4,3,4,2,3,1,4,2,3,1,3,4,4,5,3,3,3,5,4,5,3,5,3
104608515,Completed,US,NY,1,7,5,4,3,4,"MOUNTAIN HOME, Arkansas (72653)",1,"MOUNTAIN HOME, Arkansas (72653)",2,1,30,1,3,1,4,2,,,,,4,5,3,4,,,,1,,,1,2,1,4,3,2,4,1,3,4,2,3,1,3,4,4,4,3,3,5,3,3,5,4,5,3
104608522,Completed,US,NY,1,1,4,7,6,2,"WEAVER, Alabama (36277)",5,"MOUNTAIN HOME, Arkansas (72653)",2,5,22,1,3,1,2,3,,,,,4,2,3,4,,,,,1,,1,1,3,2,4,1,2,3,4,5,1,3,1,4,5,3,3,5,4,4,5,3,3,3,4,4
104608524,Completed,US,,2,1,1,5,4,1,"MOUNTAIN HOME, Arkansas (72653)",5,"KENNEDY, Alabama (35574)",5,3,16,1,2,5,2,1,,,,,3,4,3,4,1,,,,,,1,1,2,4,3,2,4,3,1,4,3,1,1,5,3,4,3,5,3,4,4,4,4,4,5,5
104608615,Completed,US,NY,2,3,2,6,2,2,"ETHRIDGE, Tennessee (38456)",1,"FRANKLIN, Virginia (23851)",3,3,17,1,2,4,3,4,1,Software Developer,1,2,3,5,3,4,,1,,,,,1,1,3,2,4,3,1,2,4,5,2,3,1,3,4,4,4,4,3,3,4,4,3,3,3,3
104608616,Completed,US,NY,1,5,5,8,4,4,"MOUNTAIN HOME, Arkansas (72653)",7,"WEAVER, Alabama (36277)",1,5,16,1,1,1,5,3,,,,,3,4,3,4,,,,,1,,1,4,2,1,3,1,2,3,4,5,3,1,1,4,4,5,3,4,3,4,5,5,5,4,4,4
104608618,Completed,US,NY,1,5,4,3,5,2,"RAINELLE, West Virginia (25962)",6,"RAINELLE, West Virginia (25962)",5,4,13,1,2,5,4,2,,,,,5,1,3,3,,,1,,,,1,1,2,4,3,1,4,3,2,3,3,2,1,4,4,4,3,4,4,4,4,5,5,5,4,3
104608619,Completed,US,NY,1,3,4,5,3,5,"ASHLAND, Alabama (36251)",4,"WEAVER, Alabama (36277)",3,1,20,1,1,5,2,1,7,Attorney,4,2,,,,,,,,,,,1,2,3,1,4,4,1,3,2,3,1,3,1,3,4,4,3,4,3,3,3,4,3,5,5,4
104608620,Completed,US,NY,2,2,6,8,5,4,"ASHLAND, Alabama (36251)",7,"MOUNTAIN HOME, Arkansas (72653)",3,4,30,1,1,5,5,1,10,Software Developer,3,2,5,5,3,5,1,,,,,,1,2,3,4,1,3,4,2,1,5,3,1,1,4,4,4,3,4,4,4,4,3,3,3,4,5
104608622,Completed,US,NY,2,1,4,4,4,6,"ETHRIDGE, Tennessee (38456)",6,"RAINELLE, West Virginia (25962)",5,1,19,1,1,3,2,2,,,,,4,2,3,5,1,,,,,,1,4,2,3,1,3,4,1,2,3,3,3,1,5,4,4,3,4,5,4,4,3,4,4,3,5
104608624,Completed,US,NY,2,5,4,7,6,6,"LISMAN, Alabama (36912)",7,"RAINELLE, West Virginia (25962)",5,4,16,1,1,2,3,3,2,Real Estate Agent,2,2,,,,,,,,,,,1,2,3,4,1,2,3,4,1,4,2,1,1,3,3,5,5,4,4,3,5,4,3,5,5,3
104608625,Completed,US,NY,1,2,1,6,5,1,"MOUNTAIN HOME, Arkansas (72653)",7,"YORK, Alabama (36925)",3,4,18,1,3,4,3,2,13,Marketing Manager,2,2,5,6,3,5,,,1,,,,1,1,4,2,3,4,3,2,1,5,1,1,1,3,5,4,4,5,5,4,3,3,3,3,4,3
104608626,Completed,US,NY,1,3,5,5,2,6,"EATON, Ohio (45320)",4,"EATON, Ohio (45320)",1,1,8,1,3,3,1,3,,,,,3,1,3,4,,,1,,,,1,2,3,4,1,3,1,2,4,5,1,1,1,4,5,5,3,3,5,3,4,3,5,4,3,3
104608627,Completed,US,NY,1,1,5,7,2,2,"EATON, Ohio (45320)",1,"EATON, Ohio (45320)",1,2,8,1,3,3,3,3,10,Veterinarian.,1,2,5,1,3,5,,,,,1,,1,4,2,1,3,2,1,3,4,4,1,1,1,3,3,4,3,3,5,3,3,5,4,3,5,5
104608628,Completed,US,NY,1,3,4,7,6,5,"KENNEDY, Alabama (35574)",6,"KENNEDY, Alabama (35574)",1,5,22,1,3,2,1,3,,,,,5,2,3,4,,1,,,,,1,2,3,4,1,2,4,3,1,4,3,1,1,5,3,4,4,4,4,4,5,3,3,5,5,3
104608629,Completed,US,NY,1,3,6,8,8,6,"KENNEDY, Alabama (35574)",4,"LISMAN, Alabama (36912)",1,1,14,1,2,4,2,2,,,,,4,6,3,4,,1,,,,,1,4,3,1,2,1,2,3,4,3,1,3,1,4,3,4,5,4,5,3,5,3,3,4,3,3
104608630,Completed,US,NY,1,3,3,8,5,6,"MOUNTAIN HOME, Arkansas (72653)",7,"FRANKLIN, Virginia (23851)",3,4,10,1,2,3,4,4,,,,,5,4,3,4,,1,,,,,1,2,1,4,3,4,2,3,1,5,2,2,1,3,5,4,3,5,4,5,3,3,3,4,4,3
104608632,Completed,US,NJ,1,4,2,7,8,1,"LISMAN, Alabama (36912)",6,"RAINELLE, West Virginia (25962)",2,2,13,1,3,2,1,4,10,Chef,2,2,3,3,3,4,,,,,,1,1,1,2,3,4,2,3,1,4,5,3,1,1,3,3,4,3,3,5,4,4,3,5,4,4,3
104608633,Completed,US,NY,2,2,6,1,3,4,"ETHRIDGE, Tennessee (38456)",4,"ASHLAND, Alabama (36251)",5,4,25,1,1,4,2,1,,,,,4,3,3,4,,,,,,1,1,3,2,1,4,1,2,3,4,3,3,3,1,4,3,4,4,3,4,4,5,3,5,5,4,3
104608634,Completed,US,NY,,,,,,,,,,,,,,,,,,20,Attorney,4,2,4,1,3,5,,,,1,,,1,1,3,2,4,2,3,4,1,4,3,1,1,4,4,4,4,4,5,5,4,4,5,5,5,4
104608635,Completed,US,NY,2,2,5,8,8,6,"MOUNTAIN HOME, Arkansas (72653)",2,"EATON, Ohio (45320)",2,1,22,1,1,5,3,2,,,,,5,1,3,5,1,,,,,,1,2,3,4,1,1,2,4,3,5,1,3,1,5,4,4,5,3,3,4,4,5,5,4,3,5
104608637,Completed,US,NY,2,2,4,6,5,1,"MOUNTAIN HOME, Arkansas (72653)",2,"YORK, Alabama (36925)",4,1,18,1,2,5,3,3,,,,,3,2,3,4,,,,,,1,1,3,2,4,1,2,3,1,4,3,2,2,1,5,4,4,3,5,4,5,5,3,5,5,4,3
104608647,Completed,US,NY,1,4,5,1,6,6,"YORK, Alabama (36925)",5,"YORK, Alabama (36925)",2,4,15,1,2,4,5,1,20,Web Developer,4,2,4,4,3,4,,,1,,,,1,4,3,1,2,3,2,1,4,4,1,2,1,5,4,5,3,3,3,5,3,5,5,5,4,5
104608648,Completed,US,NY,1,2,2,3,8,4,"ETHRIDGE, Tennessee (38456)",2,"EATON, Ohio (45320)",5,3,16,1,2,2,3,3,13,Teacher,4,2,,,,,,,,,,,1,2,3,1,4,3,1,4,2,3,2,2,1,5,4,3,3,5,4,3,5,3,4,4,3,3
104608649,Completed,US,NY,2,5,2,7,3,1,"FRANKLIN, Virginia (23851)",7,"FRANKLIN, Virginia (23851)",4,4,12,1,3,1,5,2,,,,,5,6,3,5,,,1,,,,1,3,1,2,4,1,3,4,2,5,3,3,1,4,5,4,5,4,3,5,5,5,5,3,5,3
104608650,Completed,US,NY,1,7,2,2,5,4,"KENNEDY, Alabama (35574)",4,"MOUNTAIN HOME, Arkansas (72653)",3,3,11,1,2,1,5,1,,,,,3,2,3,3,,,,1,,,1,3,2,4,1,1,2,4,3,3,1,1,1,3,3,5,5,4,3,4,5,5,5,4,5,5
